applicant_id,credit_score,annual_income,loan_amount,dti_ratio,employment_tenure,default
APP00663,411,124102,25333,0.31,9,0
APP00664,629,119294,11528,0.54,11,0
APP00665,682,97348,27288,0.24,9,0
APP00666,577,157783,12795,0.55,4,0
APP00667,774,145196,48306,0.31,17,0
APP00668,806,120551,4758,0.26,15,0
APP00669,372,153381,48216,0.35,14,0
APP00670,824,159729,39802,0.31,7,0
APP00671,638,126379,42927,0.23,13,0
APP00672,650,75504,42724,0.35,20,0
APP00673,352,158932,10193,0.18,13,0
APP00674,642,151995,46624,0.28,10,0
APP00675,699,197181,30119,0.38,5,0
APP00676,620,55463,48146,0.31,10,0
APP00677,346,101276,44030,0.51,7,1
APP00678,588,187119,29401,0.23,12,0
APP00679,815,117479,19349,0.58,0,0
APP00680,698,190246,6747,0.49,3,0
APP00681,375,32119,5954,0.58,16,1
APP00682,828,35978,20096,0.52,7,0
APP00683,828,165325,40737,0.17,9,0
APP00684,393,90933,25762,0.36,11,1
APP00685,741,118439,24606,0.18,9,0
APP00686,524,102762,12978,0.51,15,0
APP00687,627,99353,28655,0.39,5,0
APP00688,545,189711,32266,0.23,15,0
APP00689,731,45992,49126,0.56,4,0
APP00690,849,161277,36742,0.16,7,0
APP00691,738,181242,30753,0.38,12,0
APP00692,813,141760,45594,0.46,18,0
APP00693,821,97151,21824,0.13,4,0
APP00694,349,57202,46813,0.4,12,1
APP00695,439,146039,19129,0.51,1,1
APP00696,697,109696,7261,0.13,1,0
APP00697,625,55393,21463,0.36,16,0
APP00698,327,91140,7309,0.23,15,1
APP00699,352,193464,6801,0.43,7,0
APP00700,586,75115,44180,0.16,13,0
APP00701,639,60335,39943,0.57,7,0
APP00702,392,145936,11839,0.55,5,0
APP00703,394,63922,42048,0.19,9,0
APP00704,371,186385,4376,0.26,6,1
APP00705,611,176027,14935,0.39,17,0
APP00706,304,197201,35599,0.46,8,1
APP00707,615,185139,15886,0.32,6,0
APP00708,562,71440,36795,0.18,11,0
APP00709,556,66065,43843,0.15,15,0
APP00710,674,88249,4237,0.6,5,0
APP00711,587,109866,2174,0.33,19,0
APP00712,700,179600,47061,0.54,9,0
APP00713,720,154694,26502,0.34,13,0
APP00714,806,139554,25817,0.56,20,0
APP00715,740,179323,23720,0.14,9,0
APP00716,585,139801,22247,0.16,4,0
APP00717,571,94439,34816,0.56,15,0
APP00718,429,100210,29408,0.57,0,0
APP00719,630,117893,9006,0.26,9,0
APP00720,376,45091,31705,0.28,20,0
APP00721,813,156092,33748,0.33,8,0
APP00722,765,140972,6566,0.31,14,0
APP00723,365,154293,19460,0.2,11,0
APP00724,733,120770,39735,0.55,4,0
APP00725,364,163104,31317,0.23,6,0
APP00726,697,191458,7682,0.45,10,0
APP00727,348,126889,2964,0.13,2,1
APP00728,568,105545,29479,0.12,8,0
APP00729,662,47784,23625,0.43,8,0
APP00730,701,162375,48092,0.27,17,0
APP00731,530,183676,26590,0.43,2,0
APP00732,807,148914,46643,0.15,17,0
APP00733,726,177148,11502,0.57,8,0
APP00734,414,176404,22919,0.47,13,1
APP00735,669,165677,7841,0.54,11,0
APP00736,702,115490,29137,0.17,6,0
APP00737,483,46976,10235,0.26,19,0
APP00738,706,30551,25121,0.28,4,0
APP00739,794,64747,17863,0.37,0,0
APP00740,750,103274,10100,0.25,15,0
APP00741,720,156412,5743,0.13,13,0
APP00742,649,107487,26091,0.28,18,0
APP00743,449,33933,47419,0.23,9,1
APP00744,738,65758,10738,0.29,0,0
APP00745,500,196469,20845,0.2,0,0
APP00746,593,197964,12005,0.23,9,0
APP00747,473,94114,40640,0.41,5,0
APP00748,472,166848,21330,0.29,19,0
APP00749,386,152283,48747,0.27,2,1
APP00750,829,188316,13013,0.37,18,0
APP00751,381,180887,4956,0.49,4,0
APP00752,347,136886,29544,0.29,2,1
APP00753,815,97087,32932,0.39,5,0
APP00754,605,136532,49547,0.58,3,0
APP00755,541,84252,43699,0.36,8,0
APP00756,706,89175,44325,0.55,6,0
APP00757,511,133486,32078,0.5,11,0
APP00758,370,127138,18631,0.13,11,0
APP00759,702,128768,22022,0.31,0,0
APP00760,396,95395,7553,0.45,2,0
APP00761,604,99554,22123,0.59,3,0
APP00762,822,31732,18857,0.33,4,0
APP00763,815,132302,2759,0.15,1,0
APP00764,498,127884,11019,0.38,6,1
APP00765,729,189015,27195,0.16,11,0
APP00766,637,115728,19098,0.48,6,0
APP00767,564,109499,49684,0.35,6,0
APP00768,377,41506,24448,0.46,9,1
APP00769,507,63446,47977,0.53,11,0
APP00770,659,87466,33375,0.41,6,0
APP00771,843,94125,2979,0.41,4,0
APP00772,302,91656,10969,0.48,8,1
APP00773,695,96998,35584,0.52,0,0
APP00774,766,160716,27711,0.53,10,0
APP00775,824,52288,15786,0.12,19,0
APP00776,533,86484,26582,0.38,8,0
APP00777,365,57688,45247,0.21,2,1
APP00778,449,82325,20047,0.53,14,0
APP00779,768,146376,3210,0.42,2,0
APP00780,783,37949,16237,0.31,4,0
APP00781,651,87711,46858,0.19,3,0
APP00782,367,34026,38327,0.27,18,0
APP00783,367,192333,42037,0.45,20,1
APP00784,563,153634,45669,0.2,11,0
APP00785,624,71411,6757,0.15,12,0
APP00786,317,63693,14851,0.54,13,0
APP00787,678,46817,3931,0.48,12,0
APP00788,600,110390,1232,0.2,11,0
APP00789,306,158096,41901,0.25,20,0
APP00790,352,129316,46911,0.59,15,1
APP00791,550,179777,8632,0.45,1,0
APP00792,698,88449,36387,0.41,8,1
APP00793,754,77279,27210,0.25,20,0
APP00794,537,111269,4392,0.25,8,0
APP00795,462,64355,45872,0.12,4,0
APP00796,833,195860,43691,0.46,18,0
APP00797,552,61580,28805,0.12,13,0
APP00798,473,111407,35687,0.1,11,0
APP00799,543,118742,20464,0.46,8,0
APP00800,306,39697,39849,0.57,2,1
APP00801,466,109631,22806,0.48,8,1
APP00802,584,107299,49470,0.34,9,0
APP00803,806,74105,4092,0.34,19,0
APP00804,706,51754,9435,0.32,6,0
APP00805,730,37679,48469,0.26,3,0
APP00806,600,31458,15150,0.36,8,0
APP00807,360,111854,16222,0.32,20,0
APP00808,515,45273,39773,0.4,10,0
APP00809,849,193087,10279,0.55,7,0
APP00810,324,71607,26163,0.6,14,1
APP00811,784,140928,15016,0.14,13,0
APP00812,677,144493,10699,0.29,6,0
APP00813,456,114236,48255,0.19,20,1
APP00814,728,180215,10795,0.28,12,0
APP00815,761,48817,5620,0.24,1,0
APP00816,323,69785,34023,0.19,8,1
APP00817,358,72914,43498,0.48,19,1
APP00818,666,53020,7247,0.35,8,0
APP00819,850,80111,35685,0.56,11,0
APP00820,313,83157,27499,0.12,12,0
APP00821,666,160017,41671,0.13,14,0
APP00822,375,81276,7220,0.3,18,0
APP00823,658,179041,48819,0.14,3,0
APP00824,643,161355,31337,0.23,10,0
APP00825,349,183280,42266,0.59,11,1
APP00826,675,47888,18736,0.2,3,0
APP00827,794,197377,47226,0.2,14,0
APP00828,775,134374,31692,0.39,2,0
APP00829,315,197003,7219,0.35,9,0
APP00830,435,90323,46223,0.39,6,1
APP00831,432,192010,39994,0.29,3,0
APP00832,549,130063,15710,0.51,17,0
APP00833,378,42209,27738,0.17,5,1
APP00834,770,99721,20015,0.31,5,0
APP00835,727,53425,27631,0.44,17,0
APP00836,745,190018,48304,0.53,18,0
APP00837,409,81759,45048,0.28,0,1
APP00838,308,67801,11561,0.38,5,0
APP00839,801,123993,48619,0.13,14,0
APP00840,459,102277,22459,0.19,16,0
APP00841,661,46486,35537,0.13,20,0
APP00842,801,168804,38447,0.46,11,0
APP00843,319,173786,24664,0.24,0,1
APP00844,303,156304,23376,0.46,18,0
APP00845,302,134849,23364,0.13,3,1
APP00846,386,98435,43265,0.53,2,1
APP00847,328,122202,19931,0.52,14,0
APP00848,751,118569,14716,0.14,12,0
APP00849,633,58103,18718,0.11,1,0
APP00850,840,43908,10549,0.13,3,0
APP00851,741,73053,20184,0.53,12,0
APP00852,830,107237,6589,0.22,5,0
APP00853,431,57253,5397,0.37,14,0
APP00854,458,48133,36469,0.31,8,0
APP00855,768,174829,4794,0.5,12,0
APP00856,434,93749,28842,0.34,9,0
APP00857,331,129319,39214,0.35,7,1
APP00858,668,119085,36500,0.59,7,0
APP00859,741,154972,22858,0.18,14,0
APP00860,833,155768,10488,0.52,10,0
APP00861,811,80325,46604,0.13,12,0
APP00862,366,174145,41923,0.34,12,0
APP00863,725,93113,30999,0.54,4,0
APP00864,766,171985,5251,0.43,19,0
APP00865,684,98825,2723,0.44,11,0
APP00866,751,48869,16446,0.23,15,0
APP00867,761,159203,8718,0.31,18,0
APP00868,546,35127,43158,0.28,19,0
APP00869,322,161300,11085,0.36,14,0
APP00870,551,37337,14850,0.33,16,0
APP00871,411,65158,48812,0.26,9,1
APP00872,362,132572,41095,0.25,15,1
APP00873,368,190062,11716,0.23,6,1
APP00874,684,99441,19793,0.28,14,0
APP00875,577,50511,26272,0.17,1,0
APP00876,597,69594,33549,0.54,19,1
APP00877,710,182341,46873,0.4,5,0
APP00878,602,153545,43686,0.17,13,0
APP00879,647,47067,48883,0.45,0,0
APP00880,347,95432,2991,0.52,3,0
APP00881,768,74972,12581,0.22,20,0
APP00882,547,60231,28587,0.18,17,0
APP00883,385,173902,3406,0.1,4,0
APP00884,748,135011,18412,0.12,2,0
APP00885,704,60513,8526,0.48,17,0
APP00886,329,140618,46714,0.59,20,0
APP00887,406,100306,4103,0.12,3,0
APP00888,308,40451,8271,0.47,13,0
APP00889,449,106476,10561,0.14,5,0
APP00890,355,61489,8281,0.4,15,1
APP00891,691,71694,28860,0.48,8,0
APP00892,587,179430,18853,0.28,2,0
APP00893,840,150742,45710,0.11,6,0
APP00894,712,52795,13780,0.4,11,0
APP00895,636,174727,27324,0.6,16,0
APP00896,580,127632,33345,0.23,0,0
APP00897,330,178678,31674,0.19,20,0
APP00898,338,157003,40023,0.16,13,1
APP00899,639,87685,10891,0.38,18,0
APP00900,302,120928,25865,0.4,19,1
APP00901,323,120245,40229,0.5,3,1
APP00902,420,152390,43288,0.48,1,1
APP00903,787,72229,31272,0.55,16,0
APP00904,552,86625,32943,0.5,3,0
APP00905,690,71615,43343,0.22,3,0
APP00906,526,80344,31619,0.38,9,0
APP00907,395,57413,47494,0.25,19,0
APP00908,504,36212,7252,0.26,16,0
APP00909,350,189804,18047,0.57,10,0
APP00910,724,42633,6497,0.44,4,0
APP00911,401,180958,5438,0.59,7,0
APP00912,507,30523,24125,0.31,14,0
APP00913,839,162151,12070,0.37,3,0
APP00914,626,85829,20951,0.34,11,0
APP00915,552,118002,22454,0.15,0,0
APP00916,599,77977,31425,0.22,6,0
APP00917,732,113403,47339,0.36,5,0
APP00918,440,106765,42620,0.13,14,0
APP00919,650,120057,19537,0.57,19,0
APP00920,780,96858,16953,0.16,3,0
APP00921,615,121217,38768,0.2,16,0
APP00922,546,170328,7059,0.48,13,0
APP00923,379,103876,27483,0.15,20,0
APP00924,436,91434,21728,0.55,19,1
APP00925,821,52398,9957,0.46,2,0
APP00926,598,91152,31206,0.13,15,0
APP00927,466,51362,16716,0.45,12,0
APP00928,530,61025,10094,0.42,2,1
APP00929,618,191883,33007,0.48,5,0
APP00930,596,45200,9535,0.51,19,0
APP00931,685,111945,33970,0.46,11,0
APP00932,441,171831,8942,0.39,7,0
APP00933,657,192045,22303,0.26,6,0
APP00934,543,54941,40592,0.45,17,0
APP00935,818,57808,12203,0.58,5,0
APP00936,387,93341,38614,0.39,3,1
APP00937,381,124251,36374,0.43,12,0
APP00938,554,193168,45231,0.32,20,0
APP00939,580,65312,9274,0.48,3,0
APP00940,680,57947,36041,0.6,5,1
APP00941,522,73041,46897,0.18,9,1
APP00942,803,178635,38388,0.2,4,0
APP00943,561,35109,10207,0.37,13,0
APP00944,371,94623,41286,0.34,5,1
APP00945,365,50222,6258,0.39,2,0
APP00946,836,56702,29853,0.12,5,0
APP00947,373,185865,25385,0.3,19,1
APP00948,822,30282,27023,0.39,19,0
APP00949,453,84660,26458,0.39,10,1
APP00950,351,185623,2542,0.43,8,0
APP00951,467,133382,25901,0.46,17,0
APP00952,638,42198,46901,0.42,4,0
APP00953,535,109052,22397,0.5,13,0
APP00954,732,195061,14569,0.41,14,0
APP00955,636,98077,49746,0.37,14,0
APP00956,520,119867,5850,0.4,4,0
APP00957,649,120421,24828,0.15,15,0
APP00958,835,142276,26117,0.24,12,0
APP00959,526,61830,24419,0.36,18,0
APP00960,384,172747,46165,0.54,3,1
APP00961,525,198063,21666,0.44,12,0
APP00962,762,54234,48692,0.15,17,0
APP00963,419,169113,4274,0.4,5,0
APP00964,822,168875,36963,0.21,15,0
APP00965,624,156075,30055,0.47,2,0
APP00966,631,93049,12786,0.51,15,0
APP00967,474,109689,12170,0.4,12,0
APP00968,807,172666,36265,0.4,4,0
APP00969,319,55989,32243,0.27,1,1
APP00970,464,170887,30947,0.32,15,0
APP00971,530,186514,3490,0.53,5,0
APP00972,562,145918,30296,0.46,10,0
APP00973,561,88036,49088,0.36,1,1
APP00974,381,125056,1848,0.28,20,0
APP00975,424,38518,23981,0.13,11,1
APP00976,352,188407,25224,0.17,19,1
APP00977,615,88208,44941,0.2,3,0
APP00978,493,39706,14859,0.29,4,0
APP00979,611,165058,24302,0.57,12,0
APP00980,624,141785,36143,0.35,12,0
APP00981,686,135861,3956,0.22,16,0
APP00982,601,39196,40254,0.15,19,0
APP00983,657,157643,41289,0.27,17,0
APP00984,623,138344,36263,0.51,2,0
APP00985,659,164918,32761,0.29,6,0
APP00986,639,170646,37633,0.49,19,0
APP00987,474,66032,39306,0.5,11,1
APP00988,435,65808,45267,0.16,18,0
APP00989,733,187044,21980,0.4,11,0
APP00990,488,120275,23347,0.58,1,0
APP00991,602,104458,32259,0.3,9,0
APP00992,408,78824,10461,0.13,17,0
APP00993,537,138632,42956,0.56,13,0
APP00994,591,158173,38755,0.54,2,0
APP00995,644,30392,31922,0.36,4,1
APP00996,590,123949,15781,0.38,17,0
APP00997,498,198873,18036,0.21,20,0
APP00998,829,77709,22314,0.51,15,0
APP00999,582,77752,33464,0.35,2,0
